Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,log_s_mean,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 240,OC(=O)CC(=O)C(=O)O,C4H4O5,132.07,9,0,0.25,3,5,2,25.09,91.67,-0.48,-0.63,-0.89,-1.47,-0.93,-0.88,-0.06,1.14E+02,8.63E-01,Very soluble,-0.82,1.99E+01,1.50E-01,Very soluble,1.05,1.50E+03,1.13E+01,Soluble,0.057,High,No,No,No,No,No,No,No,-7.55,0,4,0,0,2,0.56,0,2,1,1.49
Molecule 241,Clc1ccc(c(c1)/C(=N\C(C(=O)O)Cc1ccccc1)/c1ccccc1)O,C22H18ClNO3,379.84,27,18,0.09,6,4,2,107.29,69.89,2.77,5.4,4.58,3.75,5.21,4.34,-5.69,7.68E-04,2.02E-06,Moderately soluble,-6.62,9.06E-05,2.39E-07,Poorly soluble,-7.33,1.77E-05,4.67E-08,Poorly soluble,-6.547,High,Yes,No,No,No,Yes,No,Yes,-4.78,0,0,0,0,1,0.85,0,1,2,3.56
Molecule 242,COc1ncc(cn1)Cl,C5H5ClN2O,144.56,9,6,0.2,1,3,0,33.53,35.01,1.8,1.14,1.14,0.33,1.56,1.2,-1.88,1.90E+00,1.31E-02,Very soluble,-1.47,4.91E+00,3.39E-02,Very soluble,-2.37,6.12E-01,4.24E-03,Soluble,-1.907,High,Yes,No,No,No,No,No,No,-6.37,0,3,0,0,1,0.55,0,0,1,1.71
Molecule 243,CCOC(=O)c1cc(C)nc(c1C#N)Cl,C10H9ClN2O2,224.64,15,6,0.3,3,4,0,55.01,62.98,1.82,2.15,2.09,0.9,2.67,1.93,-2.69,4.64E-01,2.06E-03,Soluble,-3.1,1.76E-01,7.86E-04,Soluble,-3.6,5.60E-02,2.49E-04,Soluble,-3.13,High,Yes,No,Yes,No,No,No,No,-6.14,0,0,0,0,0,0.55,0,1,1,2.33
Molecule 244,COC(=O)C1C2=C3N=C(C(C3CCC(=O)OCC=C(CCCC(CCCC(CCCC(C)C)C)C)C)C)C=c3[n-]c(=CC4=NC(=Cc5[n-]c2c(C1=O)c5C)C(=C4C)CC)c(c3C)C=C,C55H72N4O5--,869.18,64,10,0.55,22,9,0,273.54,120.17,9.01,13.99,9.79,4.83,15.88,10.7,-12.71,1.71E-10,1.97E-13,Insoluble,-16.59,2.22E-14,2.56E-17,Insoluble,-14.56,2.37E-12,2.73E-15,Insoluble,-14.62,Low,No,Yes,No,No,No,No,No,-1.67,2,4,1,1,3,0.56,0,3,3,10
Molecule 245,CCCCCCCCCSSCCCCCCCCC,C18H38S2,318.62,20,0,1,17,0,0,103.82,50.6,5.45,8.83,7.87,6.01,7.39,7.11,-6.26,1.77E-04,5.54E-07,Poorly soluble,-9.78,5.33E-08,1.67E-10,Poorly soluble,-7.33,1.48E-05,4.66E-08,Poorly soluble,-7.79,Low,No,No,Yes,No,No,No,No,-1.97,1,1,1,1,2,0.55,0,1,2,3.99
Molecule 246,c1ccc2c(c1)C1c3c(C2c2c1cccc2)cccc3,C20H14,254.33,20,18,0.1,0,0,0,81.44,0,2.91,4.83,4.67,6.14,5.14,4.74,-5.13,1.90E-03,7.49E-06,Moderately soluble,-4.56,6.95E-03,2.73E-05,Moderately soluble,-7.52,7.72E-06,3.03E-08,Poorly soluble,-5.737,Low,No,Yes,Yes,Yes,No,No,No,-4.42,1,0,0,0,1,0.55,0,0,1,3.1
Molecule 247,[O-][n+]1onc2c1cccc2,C6H4N2O2,136.11,10,9,0,0,3,0,35.17,51.49,1.4,1.43,0.46,1.2,0.17,0.93,-2.25,7.64E-01,5.61E-03,Soluble,-2.12,1.04E+00,7.65E-03,Soluble,-1.11,1.04E+01,7.67E-02,Soluble,-1.827,High,No,No,Yes,No,No,No,No,-6.11,0,3,0,0,1,0.55,0,1,1,3.05
Molecule 248,BrC(c1ccccc1)C(=O)O,C8H7BrO2,215.04,11,6,0.12,2,2,1,45.86,37.3,1.42,2.28,1.88,2.14,1.91,1.93,-2.88,2.83E-01,1.31E-03,Soluble,-2.7,4.29E-01,1.99E-03,Soluble,-2.68,4.51E-01,2.10E-03,Soluble,-2.753,High,Yes,No,No,No,No,No,No,-5.99,0,1,0,0,0,0.85,0,1,1,2
Molecule 249,ONC(=O)c1ccccc1,C7H7NO2,137.14,10,6,0,2,2,2,35.36,49.33,1.21,0.26,0.81,1.13,0.44,0.77,-1.17,9.36E+00,6.82E-02,Very soluble,-0.86,1.91E+01,1.39E-01,Very soluble,-1.79,2.21E+00,1.61E-02,Soluble,-1.273,High,Yes,No,No,No,No,No,No,-6.95,0,3,0,0,1,0.55,0,2,1,1
Molecule 250,OC(=O)c1cc2c(o1)cccc2,C9H6O3,162.14,12,9,0,1,3,1,43.17,50.44,1.36,2.41,2.13,1.08,1.75,1.75,-2.85,2.28E-01,1.40E-03,Soluble,-3.11,1.25E-01,7.74E-04,Soluble,-2.65,3.63E-01,2.24E-03,Soluble,-2.87,High,Yes,No,Yes,No,No,No,No,-5.58,0,1,0,0,1,0.85,0,0,1,2.2
Molecule 251,OCC1OC(CC1O)n1cc(C)c(=O)[nH]c1=O,C10H14N2O5,242.23,17,6,0.6,2,5,3,58.07,104.55,1.12,-1.17,-1.84,-1.15,-0.04,-0.61,-0.73,4.47E+01,1.85E-01,Very soluble,-0.53,7.11E+01,2.93E-01,Very soluble,-0.45,8.63E+01,3.56E-01,Soluble,-0.57,High,No,No,No,No,No,No,No,-8.61,0,1,0,0,0,0.55,0,0,1,3.64
Molecule 252,O=C1CC(=O)NC(=S)N1,C4H4N2O2S,144.15,9,0,0.25,0,2,2,40.85,90.29,0.27,-0.87,-1.85,-1.44,1.34,-0.51,-0.19,9.40E+01,6.52E-01,Very soluble,-0.54,4.11E+01,2.85E-01,Very soluble,-0.94,1.66E+01,1.15E-01,Soluble,-0.557,High,No,No,No,No,No,No,No,-7.8,0,3,0,0,2,0.55,0,2,1,1.61
Molecule 253,Nc1ccccn1,C5H6N2,94.11,7,6,0,0,1,1,28.64,38.91,0.99,0.49,0.67,0.16,0.79,0.62,-1.37,4.05E+00,4.30E-02,Very soluble,-0.88,1.25E+01,1.33E-01,Very soluble,-1.58,2.50E+00,2.65E-02,Soluble,-1.277,High,Yes,No,No,No,No,No,No,-6.53,0,3,0,0,1,0.55,0,0,1,1.07
Molecule 254,Nc1cnccn1,C4H5N3,95.1,7,6,0,0,2,1,26.44,51.8,0.63,-0.07,0.07,-1.13,0.38,-0.03,-1.02,9.09E+00,9.55E-02,Very soluble,-0.57,2.58E+01,2.71E-01,Very soluble,-1.21,5.93E+00,6.24E-02,Soluble,-0.933,High,No,No,No,No,No,No,No,-6.93,0,3,0,0,2,0.55,0,0,1,1.69
Molecule 255,c1ccc2c(c1)[nH]cn2,C7H6N2,118.14,9,9,0,0,1,1,36.09,28.68,0.9,1.81,1.56,0.98,2.15,1.48,-2.45,4.17E-01,3.53E-03,Soluble,-2.03,1.10E+00,9.30E-03,Soluble,-2.86,1.63E-01,1.38E-03,Soluble,-2.447,High,Yes,No,Yes,No,No,No,No,-5.74,0,3,0,0,1,0.55,0,0,1,1
Molecule 256,CC(=O)C1CCOC1=O,C6H8O3,128.13,9,0,0.67,1,3,0,30.33,43.37,0.82,0.13,0.14,-0.11,1.11,0.42,-0.65,2.87E+01,2.24E-01,Very soluble,-0.6,3.24E+01,2.53E-01,Very soluble,-0.68,2.65E+01,2.07E-01,Soluble,-0.643,High,No,No,No,No,No,No,No,-6.99,0,3,0,0,1,0.55,0,1,1,2.03
Molecule 257,O=C(c1ccco1)Nc1cccc(c1)[N+](=O)[O-],C11H8N2O4,232.19,17,11,0,4,4,1,61.74,88.06,1.37,1.98,2.25,1.02,-0.19,1.29,-2.74,4.21E-01,1.81E-03,Soluble,-3.46,8.14E-02,3.51E-04,Soluble,-3.52,7.08E-02,3.05E-04,Soluble,-3.24,High,No,No,Yes,No,No,No,No,-6.31,0,0,0,0,0,0.55,0,2,1,2.37
Molecule 258,Clc1ccc(cc1)NC(=O)c1cocc1,C11H8ClNO2,221.64,15,11,0,3,2,1,57.93,42.24,2.26,2.53,2.99,1.78,2.63,2.44,-3.15,1.56E-01,7.04E-04,Soluble,-3.06,1.91E-01,8.64E-04,Soluble,-4.75,3.92E-03,1.77E-05,Moderately soluble,-3.653,High,Yes,No,Yes,Yes,No,No,No,-5.86,0,0,0,0,0,0.55,0,0,1,2.15
Molecule 259,Cc1ccc2c(c1)N=C1C(O2)(C)N(N(C1=O)c1ccccc1)C,C18H17N3O2,307.35,23,12,0.22,1,4,0,99.53,45.14,3.18,3.26,1.93,2.72,2.79,2.77,-4.12,2.33E-02,7.60E-05,Moderately soluble,-3.88,4.03E-02,1.31E-04,Soluble,-5.21,1.90E-03,6.18E-06,Moderately soluble,-4.403,High,Yes,No,No,Yes,Yes,Yes,Yes,-5.86,0,0,0,0,0,0.55,0,0,0,4.09
Molecule 260,Cc1c(C)cc(c(c1P(c1c(C)c(C)cc(c1C)C)c1c(C)c(C)cc(c1C)C)C)C,C30H39P,430.6,31,18,0.4,3,0,0,144.74,13.59,5.05,8.98,7.15,7.69,11.74,8.12,-8.4,1.72E-06,3.99E-09,Poorly soluble,-9.16,3.01E-07,7.00E-10,Poorly soluble,-12.08,3.56E-10,8.26E-13,Insoluble,-9.88,Low,No,Yes,No,No,No,No,No,-2.55,1,2,0,1,2,0.55,0,1,2,4.52
Molecule 261,Cc1c(C)cc(c(c1P(=O)(c1c(C)c(C)cc(c1C)C)c1c(C)c(C)cc(c1C)C)C)C,C30H39OP,446.6,32,18,0.4,3,1,0,145.43,26.88,4.66,8.43,7.03,6.55,10.42,7.42,-8.14,3.25E-06,7.28E-09,Poorly soluble,-8.86,6.12E-07,1.37E-09,Poorly soluble,-11.97,4.74E-10,1.06E-12,Insoluble,-9.657,Low,No,Yes,No,No,No,No,No,-3.04,1,3,0,1,1,0.55,0,1,2,4.9
Molecule 262,NC(=N[N+](=O)[O-])N,CH4N4O2,104.07,7,0,0,1,3,2,24.13,110.22,-0.17,-0.99,-1.55,-2.11,-1.24,-1.21,0.2,1.67E+02,1.60E+00,Highly soluble,-0.84,1.51E+01,1.45E-01,Very soluble,1.43,2.83E+03,2.72E+01,Soluble,0.263,High,No,No,No,No,No,No,No,-7.64,0,4,0,0,2,0.55,0,5,1,2.89
Molecule 263,O=C1NC(=O)C(C(=O)N1C)(C)C1=CCCCC1,C12H16N2O3,236.27,17,0,0.58,1,3,1,69.35,66.48,1.87,1.49,0.44,0.72,1.25,1.15,-2.18,1.57E+00,6.64E-03,Soluble,-2.49,7.58E-01,3.21E-03,Soluble,-2.23,1.38E+00,5.86E-03,Soluble,-2.3,High,No,No,No,No,No,No,No,-6.68,0,0,0,0,0,0.55,0,2,1,3.35
Molecule 264,[O-]C(=O)C([NH3+])C,C3H7NO2,89.09,6,0,0.67,1,2,1,20.33,67.77,0.66,-2.96,-2.63,-4.53,-1.04,-2.1,1.54,3.08E+03,3.45E+01,Highly soluble,2.1,1.11E+04,1.25E+02,Highly soluble,0.77,5.23E+02,5.87E+00,Soluble,1.47,Low,No,No,No,No,No,No,No,-8.95,0,4,0,0,3,0.55,0,0,1,1
Molecule 265,NC(=O)N,CH4N2O,60.06,4,0,0,0,1,2,12.92,69.11,-0.01,-1.43,-0.98,-1.6,-0.92,-0.99,0.69,2.93E+02,4.88E+00,Highly soluble,0.48,1.82E+02,3.03E+00,Highly soluble,1.06,6.96E+02,1.16E+01,Soluble,0.743,High,No,No,No,No,No,No,No,-7.68,0,4,0,0,2,0.55,0,0,1,1
Molecule 266,Clc1c(O)cccc1Cl,C6H4Cl2O,163,9,6,0,0,1,1,38.48,20.23,1.9,2.84,2.7,2.67,2.67,2.56,-3.13,1.20E-01,7.36E-04,Soluble,-2.92,1.95E-01,1.19E-03,Soluble,-3.04,1.47E-01,9.04E-04,Soluble,-3.03,High,Yes,No,Yes,No,No,No,No,-5.28,0,2,0,0,2,0.55,0,0,1,1.29
Molecule 267,OC(=O)c1ccc(cc1)Br,C7H5BrO2,201.02,10,6,0,1,2,1,41.1,37.3,1.55,2.86,2.15,2.36,1.9,2.16,-3.27,1.09E-01,5.42E-04,Soluble,-3.3,1.00E-01,4.99E-04,Soluble,-2.63,4.73E-01,2.36E-03,Soluble,-3.067,High,Yes,No,No,No,No,No,No,-5.5,0,1,0,0,0,0.85,0,0,1,1
Molecule 268,[O-]C(=O)C([NH3+])CCSC,C5H11NO2S,149.21,9,0,0.8,4,2,1,37.53,93.07,1.07,-1.87,-1.9,-3.67,-0.15,-1.3,0.68,7.09E+02,4.75E+00,Highly soluble,0.43,4.06E+02,2.72E+00,Highly soluble,-0.23,8.75E+01,5.86E-01,Soluble,0.293,High,No,No,No,No,No,No,No,-8.54,0,3,0,0,1,0.55,0,0,1,2.43
Molecule 269,CCOC(=O)C1=NN(C(=O)C1)C,C7H10N2O3,170.17,12,0,0.57,3,4,0,48.96,58.97,1.7,0.04,-0.99,-0.31,0.74,0.23,-0.72,3.23E+01,1.90E-01,Very soluble,-0.83,2.51E+01,1.48E-01,Very soluble,-0.83,2.51E+01,1.47E-01,Soluble,-0.793,High,No,No,No,No,No,No,No,-7.31,0,1,0,0,1,0.55,0,0,1,2.69
Molecule 270,CC1C(=NNC1=O)C(=O)OCC,C7H10N2O3,170.17,12,0,0.57,3,4,1,48.86,67.76,1.39,0.43,-1.09,-0.31,0.9,0.26,-0.97,1.83E+01,1.08E-01,Very soluble,-1.42,6.46E+00,3.80E-02,Very soluble,-1.32,8.22E+00,4.83E-02,Soluble,-1.237,High,No,No,No,No,No,No,No,-7.03,0,1,0,0,1,0.55,0,0,1,3.34
Molecule 271,CSc1ncnc2c1[nH]nc2,C6H6N4S,166.2,11,9,0.17,1,3,1,43.4,79.76,1.24,0.77,1.07,-0.02,1.62,0.94,-1.9,2.12E+00,1.27E-02,Very soluble,-2.03,1.57E+00,9.44E-03,Soluble,-2.66,3.67E-01,2.21E-03,Soluble,-2.197,High,No,No,Yes,No,No,No,No,-6.77,0,1,0,0,1,0.55,0,0,1,1.91
Molecule 272,Cc1cn2c(c1)c(ccc2)[N+](=O)[O-],C9H8N2O2,176.17,13,9,0.11,1,2,0,51.18,50.23,1.97,2.69,2.16,0.7,-0.32,1.44,-3.07,1.49E-01,8.45E-04,Soluble,-3.4,7.05E-02,4.00E-04,Soluble,-2.22,1.05E+00,5.98E-03,Soluble,-2.897,High,Yes,No,Yes,Yes,No,No,No,-5.46,0,0,0,0,1,0.55,0,2,1,1.9
Molecule 273,[O-][N+](=O)c1ccc(cc1)c1cn2c(c1)n(c1c2cccc1)C,C17H13N3O2,291.3,22,18,0.06,2,2,0,88.41,55.16,2.68,4.45,4.01,2.59,0.78,2.9,-4.92,3.48E-03,1.19E-05,Moderately soluble,-5.33,1.37E-03,4.71E-06,Moderately soluble,-4.8,4.66E-03,1.60E-05,Moderately soluble,-5.017,High,Yes,No,Yes,Yes,Yes,Yes,No,-4.92,0,0,0,0,0,0.55,0,2,1,2.45
Molecule 274,OC(=O)c1ccc(cc1)[N+](=O)[O-],C7H5NO4,167.12,12,6,0,2,4,1,42.22,83.12,0.88,1.89,1.29,0.51,-0.93,0.73,-2.3,8.28E-01,4.96E-03,Soluble,-3.26,9.23E-02,5.52E-04,Soluble,-1.15,1.20E+01,7.16E-02,Soluble,-2.237,High,No,No,No,No,No,No,No,-5.98,0,1,0,0,1,0.56,0,2,1,1.37
Molecule 275,OCc1ccc(cc1)O,C7H8O2,124.14,9,6,0.14,1,2,2,34.59,40.46,1.29,0.25,0.73,0.88,1.22,0.87,-1.19,7.93E+00,6.39E-02,Very soluble,-0.66,2.71E+01,2.19E-01,Very soluble,-1.61,3.06E+00,2.47E-02,Soluble,-1.153,High,Yes,No,No,No,No,No,Yes,-6.88,0,3,0,0,1,0.55,0,0,1,1
Molecule 276,Cc1c(C)cc(c(c1P(=S)(c1c(C)c(C)cc(c1C)C)c1c(C)c(C)cc(c1C)C)C)C,C30H39PS,462.67,32,18,0.4,3,0,0,152.33,41.9,4.46,10.15,7.79,7.62,12.62,8.53,-9.32,2.21E-07,4.77E-10,Poorly soluble,-10.96,5.03E-09,1.09E-11,Insoluble,-12.16,3.19E-10,6.90E-13,Insoluble,-10.813,Low,No,Yes,No,No,No,No,No,-1.92,1,3,0,1,1,0.55,0,1,2,4.67
Molecule 277,CC(=O)O,C2H4O2,60.05,4,0,0.5,0,2,1,13.5,37.3,0.63,-0.21,0.09,-0.49,-0.48,-0.09,-0.08,4.99E+01,8.32E-01,Very soluble,-0.12,4.59E+01,7.65E-01,Very soluble,0.53,2.05E+02,3.42E+00,Soluble,0.11,High,No,No,No,No,No,No,No,-6.82,0,3,0,0,2,0.85,0,0,1,1
Molecule 278,OC(=O)c1ccccc1,C7H6O2,122.12,9,6,0,1,2,1,33.4,37.3,1.11,1.87,1.38,1.6,1.24,1.44,-2.2,7.66E-01,6.27E-03,Soluble,-2.27,6.48E-01,5.31E-03,Soluble,-1.72,2.31E+00,1.89E-02,Soluble,-2.063,High,Yes,No,No,No,No,No,No,-5.72,0,3,0,0,1,0.85,0,0,1,1
Molecule 279,[O-]C(=O)c1c(C(=O)[O-])c(F)c(c(c1F)F)F,C8F4O4--,236.08,16,6,0,2,8,0,36.31,80.26,0.35,1.38,0.65,2.62,2.42,1.48,-2.32,1.13E+00,4.80E-03,Soluble,-2.67,5.06E-01,2.14E-03,Soluble,-2.27,1.27E+00,5.38E-03,Soluble,-2.42,High,No,No,No,No,No,No,No,-6.76,0,2,0,0,0,0.56,0,2,1,1.6
Molecule 280,OC(=Nc1nc2cccc3c2c([nH]1)ccc3)C(Cl)(Cl)Cl,C13H8Cl3N3O,328.58,20,13,0.08,2,3,2,83.61,61.27,2.42,4.05,4.67,3.03,4.23,3.68,-4.78,5.48E-03,1.67E-05,Moderately soluble,-5.04,2.99E-03,9.11E-06,Moderately soluble,-5.98,3.47E-04,1.06E-06,Moderately soluble,-5.267,High,Yes,No,Yes,Yes,Yes,No,No,-5.43,0,0,0,0,0,0.55,0,3,1,2.55
Molecule 281,OC(=O)c1ccccc1O,C7H6O3,138.12,10,6,0,1,3,2,35.42,57.53,1.13,2.26,1.09,0.99,0.74,1.24,-2.5,4.39E-01,3.18E-03,Soluble,-3.1,1.09E-01,7.86E-04,Soluble,-1.17,9.40E+00,6.81E-02,Soluble,-2.257,High,Yes,No,No,No,No,No,No,-5.54,0,3,0,0,1,0.85,0,0,1,1
Molecule 282,O=c1[nH]c2c([nH]1)[nH]c(=O)[nH]c2=O,C5H4N4O3,168.11,12,9,0,0,3,4,40.16,114.37,-0.2,-1.91,-1.77,-1.32,1.61,-0.72,-0.23,9.81E+01,5.83E-01,Very soluble,0.03,1.80E+02,1.07E+00,Highly soluble,-1.88,2.21E+00,1.32E-02,Soluble,-0.693,High,No,No,No,No,No,No,No,-8.68,0,2,0,0,1,0.55,0,0,1,1.8
Molecule 283,Nc1ccnc(=O)[nH]1,C4H5N3O,111.1,8,6,0,0,2,2,29.26,71.77,0.22,-1.73,-0.64,-0.85,0.49,-0.5,0.01,1.13E+02,1.01E+00,Highly soluble,0.74,6.06E+02,5.46E+00,Highly soluble,-1.14,8.07E+00,7.26E-02,Soluble,-0.13,High,No,No,No,No,No,No,No,-8.21,0,4,0,0,2,0.55,0,0,1,1.47
Molecule 284,O=C(c1ccccc1)C1CCCCC1,C13H16O,188.27,14,6,0.46,2,1,0,58.56,17.07,2.53,3.69,3.45,2.85,3.54,3.21,-3.52,5.72E-02,3.04E-04,Soluble,-3.74,3.44E-02,1.82E-04,Soluble,-3.78,3.10E-02,1.64E-04,Soluble,-3.68,High,Yes,No,No,No,No,Yes,No,-4.83,0,0,0,0,2,0.55,0,0,2,1.42
Molecule 285,Cc1c(C)nc2c([n+]1[O-])c(=O)n(c(=O)n2C)C,C10H12N4O3,236.23,17,10,0.4,0,4,0,63.88,82.35,1.05,-0.86,-1.12,0.67,-0.36,-0.12,-1.2,1.50E+01,6.34E-02,Very soluble,-0.39,9.67E+01,4.09E-01,Very soluble,-0.91,2.93E+01,1.24E-01,Soluble,-0.833,High,No,No,No,No,No,No,No,-8.35,0,1,0,0,0,0.55,0,2,1,2.58
Molecule 286,C1CCC(CC1)(N1CCCCC1)c1ccccc1,C17H25N,243.39,18,6,0.65,2,1,0,81.94,3.24,3.29,4.69,3.84,3.96,4.22,4,-4.42,9.29E-03,3.82E-05,Moderately soluble,-4.49,7.95E-03,3.27E-05,Moderately soluble,-4.78,4.01E-03,1.65E-05,Moderately soluble,-4.563,High,Yes,Yes,No,No,No,Yes,No,-4.45,0,0,0,0,1,0.55,0,0,2,1.77
Molecule 287,O=C1C=CC=C/C/1=C/Nc1ccccc1,C13H11NO,197.23,15,6,0,2,1,1,61.25,29.1,2.22,2.86,2.49,1.95,2.16,2.33,-3.03,1.85E-01,9.36E-04,Soluble,-3.13,1.46E-01,7.41E-04,Soluble,-3.1,1.56E-01,7.89E-04,Soluble,-3.087,High,Yes,No,Yes,Yes,No,No,No,-5.47,0,0,0,0,1,0.55,0,1,1,3.32
Molecule 288,OC(=O)CCl,C2H3ClO2,94.5,5,0,0.5,1,2,1,18.3,37.3,0.57,0.22,0.31,0.03,0.31,0.29,-0.5,3.00E+01,3.17E-01,Very soluble,-0.56,2.59E+01,2.74E-01,Very soluble,-0.18,6.17E+01,6.53E-01,Soluble,-0.413,High,No,No,No,No,No,No,No,-6.72,0,3,0,0,2,0.85,0,1,1,1.33
Molecule 289,Clc1ccc(c(c1)C(=O)c1ccccc1)O,C13H9ClO2,232.66,16,12,0,2,2,1,63.35,37.3,2.43,3.95,3.28,2.87,3.53,3.21,-4.19,1.49E-02,6.40E-05,Moderately soluble,-4.43,8.58E-03,3.69E-05,Moderately soluble,-4.91,2.86E-03,1.23E-05,Moderately soluble,-4.51,High,Yes,No,Yes,Yes,Yes,No,No,-4.91,0,0,0,0,0,0.55,0,0,2,1.75
Molecule 290,Clc1ncnc2c1[nH]cn2,C5H3ClN4,154.56,10,9,0,0,3,1,36.69,54.46,0.76,1.22,1.01,-0.02,1.82,0.96,-2.23,9.04E-01,5.85E-03,Soluble,-1.96,1.69E+00,1.09E-02,Very soluble,-2.77,2.64E-01,1.71E-03,Soluble,-2.32,High,Yes,No,Yes,No,No,No,No,-6.38,0,3,0,0,1,0.55,0,0,1,1.51
Molecule 291,Cc1c(C)c(C)c(c(c1C)C)C,C12H18,162.27,12,6,0.5,0,0,0,56.24,0,2.72,5.11,3.54,5.05,4.7,4.22,-4.44,5.95E-03,3.67E-05,Moderately soluble,-4.85,2.27E-03,1.40E-05,Moderately soluble,-4.71,3.16E-03,1.95E-05,Moderately soluble,-4.667,Low,Yes,No,No,No,No,Yes,No,-3.66,1,0,0,0,3,0.55,0,0,2,1
Molecule 292,Oc1c(Cl)c(Cl)c(c(c1Cl)Cl)O,C6H2Cl4O2,247.89,12,6,0,0,2,2,50.53,40.46,1.69,4.14,3.71,3.17,3.5,3.24,-4.36,1.09E-02,4.41E-05,Moderately soluble,-4.7,4.98E-03,2.01E-05,Moderately soluble,-3.72,4.76E-02,1.92E-04,Soluble,-4.26,High,Yes,No,No,No,Yes,No,No,-4.87,0,1,0,0,0,0.55,0,2,2,1.67
Molecule 293,OC(=O)c1ccccc1C(=O)O,C8H6O4,166.13,12,6,0,2,4,2,40.36,74.6,0.6,0.73,1.08,1.2,0.61,0.84,-1.57,4.49E+00,2.70E-02,Very soluble,-1.88,2.21E+00,1.33E-02,Very soluble,-1.14,1.21E+01,7.29E-02,Soluble,-1.53,High,No,No,No,No,No,No,No,-6.8,0,1,0,0,1,0.85,0,0,1,1
Molecule 294,CN(c1ccc(cc1)C(=O)c1ccc(cc1)N(C)C)C,C17H20N2O,268.35,20,12,0.24,4,1,0,84.73,23.55,2.72,3.87,3.05,2.74,2.67,3.01,-4.12,2.03E-02,7.55E-05,Moderately soluble,-4.06,2.33E-02,8.68E-05,Moderately soluble,-5.09,2.20E-03,8.20E-06,Moderately soluble,-4.423,High,Yes,No,Yes,Yes,No,Yes,No,-5.19,0,0,0,0,0,0.55,0,0,1,1.74
Molecule 295,C/C=C/C1=Nc2ccc(cc2S(=O)(=O)N1)Cl,C10H9ClN2O2S,256.71,16,6,0.1,1,3,1,70.82,66.91,1.89,2.02,2.56,1.82,2.4,2.14,-2.92,3.12E-01,1.21E-03,Soluble,-3.05,2.27E-01,8.86E-04,Soluble,-3.78,4.29E-02,1.67E-04,Soluble,-3.25,High,Yes,No,Yes,No,No,No,No,-6.43,0,0,0,0,0,0.55,0,0,0,3.26
Molecule 296,c1ccc2c(c1)n[nH]n2,C6H5N3,119.12,9,9,0,0,2,1,33.89,41.57,0.59,1.02,0.96,0.16,1.67,0.88,-1.96,1.30E+00,1.09E-02,Very soluble,-1.48,3.92E+00,3.29E-02,Very soluble,-2.49,3.87E-01,3.25E-03,Soluble,-1.977,High,Yes,No,No,No,No,No,No,-6.3,0,3,0,0,1,0.55,0,0,1,1.54
Molecule 297,Clc1ccc2c(c1)sc(n2)N,C7H5ClN2S,184.65,11,9,0,0,1,1,49.03,67.15,1.83,2.85,2.54,1.85,3.07,2.43,-3.39,7.60E-02,4.11E-04,Soluble,-3.92,2.23E-02,1.21E-04,Soluble,-3.23,1.09E-01,5.93E-04,Soluble,-3.513,High,Yes,No,Yes,Yes,No,No,No,-5.4,0,1,0,0,1,0.55,0,0,1,2.11
Molecule 298,Oc1ccccc1Cl,C6H5ClO,128.56,8,6,0,0,1,1,33.48,20.23,1.7,2.15,2.05,2.07,2.06,2.01,-2.55,3.65E-01,2.84E-03,Soluble,-2.21,7.98E-01,6.21E-03,Soluble,-2.4,5.13E-01,3.99E-03,Soluble,-2.387,High,Yes,No,Yes,No,No,No,No,-5.56,0,3,0,0,2,0.55,0,0,1,1
Molecule 299,Nc1nccs1,C3H4N2S,100.14,6,5,0,0,1,1,26.52,67.15,1.02,0.38,0.73,-0.65,1.67,0.63,-1.32,4.83E+00,4.82E-02,Very soluble,-1.36,4.42E+00,4.41E-02,Very soluble,-0.86,1.40E+01,1.39E-01,Soluble,-1.18,High,No,No,No,No,No,No,No,-6.64,0,3,0,0,2,0.55,0,0,1,1.97
Molecule 300,OCc1ccco1,C5H6O2,98.1,7,5,0.2,1,2,1,24.84,33.37,1.49,0.28,0.62,-0.47,1.18,0.62,-1.09,8.03E+00,8.18E-02,Very soluble,-0.54,2.81E+01,2.87E-01,Very soluble,-1.36,4.30E+00,4.39E-02,Soluble,-0.997,High,Yes,No,No,No,No,No,No,-6.7,0,3,0,0,1,0.55,0,0,1,1.97
